"","X1","Publication","Title","Tagline","Author","Category","City","day","month","year","sentiment.WordCount","sentiment.SentimentGI","sentiment.NegativityGI","sentiment.PositivityGI","sentiment.SentimentHE","sentiment.NegativityHE","sentiment.PositivityHE","sentiment.SentimentLM","sentiment.NegativityLM","sentiment.PositivityLM","sentiment.RatioUncertaintyLM","sentiment.SentimentQDAP","sentiment.NegativityQDAP","sentiment.PositivityQDAP","SS","sentiment.WordCount","sentiment.SentimentGI","sentiment.NegativityGI","sentiment.PositivityGI","sentiment.SentimentHE","sentiment.NegativityHE","sentiment.PositivityHE","sentiment.SentimentLM","sentiment.NegativityLM","sentiment.PositivityLM","sentiment.RatioUncertaintyLM","sentiment.SentimentQDAP","sentiment.NegativityQDAP","sentiment.PositivityQDAP","sentiment2.WordCount","sentiment2.SentimentGI","sentiment2.NegativityGI","sentiment2.PositivityGI","sentiment2.SentimentHE","sentiment2.NegativityHE","sentiment2.PositivityHE","sentiment2.SentimentLM","sentiment2.NegativityLM","sentiment2.PositivityLM","sentiment2.RatioUncertaintyLM","sentiment2.SentimentQDAP","sentiment2.NegativityQDAP","sentiment2.PositivityQDAP","SS2"
"24", 24,"Fox News","Is there reason to panic about a second wave of coronavirus?","It's a high-stakes strategy for the Asian nation fighting to keep its superpower status amid a national lockdown and palpable anger over claims of a cover-up made worse by an economic crisis.",NA,"transcript","national", 1,6,2020, 5, 0.00000000,0.20000000,0.20000000, 0.00000000,0.0000000,0.00000000,-0.20000000,0.20000000,0.00000000,0.00000000, 0.00000000,0.20000000,0.20000000, 0, 5.00000000, 0.00000000, 0.20000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000,-0.20000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000, 0.20000000, 0.20000000,19.00000000,-0.15789474, 0.21052632, 0.05263158,-0.05263158, 0.05263158, 0.00000000,-0.15789474, 0.15789474, 0.00000000, 0.00000000,-0.10526316, 0.15789474, 0.05263158,-1
"25", 25,"Fox News","Cruz rolls out bill to provide tax credits to businesses who test employees for coronavirus weekly","Sen. Ted Cruz on Tuesday rolled out new legislation that would provide tax credits to businesses that plan to test employees for the novel coronavirus every week in states where the infection rates are above the national average.",NA,"politics","national", 1,6,2020,11, 0.09090909,0.09090909,0.18181818, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.09090909,0.09090909, 0,11.00000000, 0.09090909, 0.09090909, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.09090909,23.00000000, 0.04347826, 0.08695652, 0.13043478, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.08695652, 0.08695652, 0
"26", 26,"Fox News","Bernie Sanders blasts Trump's planned rally: 'Literally incomprehensible'","Sen. Bernie Sanders, I-Vt., the former presidential contender, blasted President Trump on Wednesday for hosting a large rally in Oklahoma this weekend amid the coronavirus outbreak simply “to hear cheers from his supporters.”",NA,"politics","national",17,6,2020, 8, 0.00000000,0.12500000,0.12500000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.12500000,0.25000000,0.12500000,-1, 8.00000000, 0.00000000, 0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.25000000, 0.12500000,23.00000000,-0.04347826, 0.13043478, 0.08695652, 0.00000000, 0.00000000, 0.00000000,-0.04347826, 0.04347826, 0.00000000, 0.00000000,-0.04347826, 0.13043478, 0.08695652,-1
"27", 27,"Fox News","As Trump attacks WHO in a letter, member states remain loyal amid coronavirus pandemic","President Trump’s letter of warning to the World Health Organization (WHO) was met with dismissal from member states during the WHO Tuesday, as nations remained loyal to the organization rather than back the U.S.",NA,"world","national", 1,6,2020,10, 0.10000000,0.10000000,0.20000000, 0.00000000,0.0000000,0.00000000, 0.10000000,0.00000000,0.10000000,0.00000000, 0.20000000,0.10000000,0.30000000, 1,10.00000000, 0.10000000, 0.10000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000, 0.10000000, 0.00000000, 0.10000000, 0.00000000, 0.20000000, 0.10000000, 0.30000000,18.00000000, 0.27777778, 0.05555556, 0.33333333, 0.00000000, 0.00000000, 0.00000000,-0.05555556, 0.11111111, 0.05555556, 0.00000000, 0.05555556, 0.11111111, 0.16666667, 1
"28", 28,"Fox News","Dr. Siegel offers positive outlook on dealing with 'second wave' of COVID-19 in fall","Dr. Marc Siegel told “Outnumbered’ on Wednesday that while the Centers for Disease Control and Prevention believes the coronavirus will have a second wave later in the year, the “good news” is that the United States is seeing “flattening of cases.”",NA,"media","national", 1,5,2020, 9, 0.11111111,0.22222222,0.33333333, 0.00000000,0.1111111,0.11111111, 0.11111111,0.00000000,0.11111111,0.00000000, 0.00000000,0.11111111,0.11111111, 0, 9.00000000, 0.11111111, 0.22222222, 0.33333333, 0.00000000, 0.11111111, 0.11111111, 0.11111111, 0.00000000, 0.11111111, 0.00000000, 0.00000000, 0.11111111, 0.11111111,23.00000000, 0.04347826, 0.04347826, 0.08695652, 0.00000000, 0.00000000, 0.00000000,-0.08695652, 0.08695652, 0.00000000, 0.04347826, 0.13043478, 0.00000000, 0.13043478, 1
"29", 29,"Fox News","Online petition urges Disneyland Resort not to reopen amid fears of second coronavirus wave: 'Irresponsible'","They think it’s downright goofy to open back up.",NA,"travel","national", 1,6,2020,12,-0.16666667,0.16666667,0.00000000, 0.00000000,0.0000000,0.00000000,-0.08333333,0.08333333,0.00000000,0.00000000,-0.16666667,0.16666667,0.00000000,-1,12.00000000,-0.16666667, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.08333333, 0.08333333, 0.00000000, 0.00000000,-0.16666667, 0.16666667, 0.00000000, 5.00000000, 0.40000000, 0.00000000, 0.40000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.20000000, 0.20000000, 0
"30", 30,"Fox News","Jim Hanson: Iran’s aggression may force Trump to launch military attack","The patience of the Trump administration with Iranian aggression is running out. A US military attack on Iran may be coming.",NA,"opinion","national", 1,1,2019,10,-0.30000000,0.30000000,0.00000000, 0.00000000,0.0000000,0.00000000,-0.10000000,0.10000000,0.00000000,0.10000000,-0.20000000,0.30000000,0.10000000,-1,10.00000000,-0.30000000, 0.30000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.10000000, 0.10000000, 0.00000000, 0.10000000,-0.20000000, 0.30000000, 0.10000000,11.00000000,-0.09090909, 0.27272727, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.09090909, 0.18181818, 0.27272727, 1
"31", 31,"Fox News","Kellyanne Conway slams Twitter's Trump fact-checks: They're done by 'people who attack him all day long'","In a sharp rebuke of Twitter's first-ever move to fact-check a tweet by President Trump, White House adviser to the president Kellyanne Conway insisted Wednesday that Democrats within the mainstream media cannot be relied upon.",NA,"media","national", 1,6,2020,12,-0.16666667,0.16666667,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.08333333,0.16666667,0.08333333,-1,12.00000000,-0.16666667, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.08333333, 0.16666667, 0.08333333,23.00000000, 0.04347826, 0.04347826, 0.08695652, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.04347826, 0.04347826, 0.08695652, 1
"32", 32,"Fox News","Trump says 'scariest day of my life' was being told US was short on ventilators","President Trump called it the ""scariest day of [his] life,"" when he learned the United States might not have enough ventilators to fight the novel coronavirus (COVID-19), during a White House press briefing on Tuesday.",NA,"politics","national", 1,4,2020, 8,-0.12500000,0.12500000,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.12500000,0.25000000,0.12500000,-1, 8.00000000,-0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.12500000, 0.25000000, 0.12500000,21.00000000, 0.04761905, 0.09523810, 0.14285714, 0.00000000, 0.00000000, 0.00000000,-0.04761905, 0.04761905, 0.00000000, 0.04761905, 0.09523810, 0.04761905, 0.14285714, 1
"33", 33,"Fox News","Pete Buttigieg: States doing 'most of the work' on coronavirus because Trump has failed","Former Indiana Mayor Pete Buttigieg said on Thursday that state and local governments have had to pick up the slack on the coronavirus as President Trump has failed to respond sufficiently.",NA,"media","national", 1,4,2020, 7, 0.00000000,0.14285714,0.14285714,-0.14285714,0.1428571,0.00000000,-0.14285714,0.14285714,0.00000000,0.00000000, 0.28571429,0.14285714,0.42857143, 1, 7.00000000, 0.00000000, 0.14285714, 0.14285714,-0.14285714, 0.14285714, 0.00000000,-0.14285714, 0.14285714, 0.00000000, 0.00000000, 0.28571429, 0.14285714, 0.42857143,18.00000000, 0.00000000, 0.11111111, 0.11111111,-0.05555556, 0.05555556, 0.00000000,-0.05555556, 0.05555556, 0.00000000, 0.00000000, 0.05555556, 0.11111111, 0.16666667, 1
"34", 34,"Fox News","Coronavirus testing kits to be provided by South Korea after Trump call","Officials in South Korea said Wednesday that they plan to provide coronavirus testing kits to the U.S. after President Trump made a request for help to cope with the pandemic.",NA,"world","national", 1,4,2020, 8, 0.25000000,0.00000000,0.25000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.25000000,0.00000000,0.25000000, 1, 8.00000000, 0.25000000, 0.00000000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.25000000, 0.00000000, 0.25000000,17.00000000, 0.05882353, 0.05882353, 0.11764706, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.11764706, 0.05882353, 0.17647059, 1
"35", 35,"Fox News","Trump defends early coronavirus actions in contentious briefing, as Fauci regrets ‘poor choice of words’","President Trump on Monday mounted a heated defense of his response to coronavirus during a combative briefing, as Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, attempted to clarify his comment a day earlier that lives could have been saved had U.S. officials acted earlier.",NA,"politics","national", 1,4,2020,12,-0.08333333,0.16666667,0.08333333, 0.00000000,0.0000000,0.00000000,-0.16666667,0.16666667,0.00000000,0.00000000, 0.00000000,0.16666667,0.16666667, 0,12.00000000,-0.08333333, 0.16666667, 0.08333333, 0.00000000, 0.00000000, 0.00000000,-0.16666667, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.16666667, 0.16666667,28.00000000, 0.07142857, 0.10714286, 0.17857143, 0.00000000, 0.00000000, 0.00000000,-0.03571429, 0.03571429, 0.00000000, 0.00000000, 0.00000000, 0.14285714, 0.14285714, 0
"36", 36,"Fox News","Trump says there's 'light at the end of the tunnel' as White House pitches $6T coronavirus stimulus package","Saying the country was nearing the ""the end of our historic battle"" with ""the invisible enemy"" of coronavirus, President Trump on Tuesday evening emphasized his desire for the country to reopen for business by Easter -- as his top economic adviser said Congress is ""getting closer and closer"" to passing an unprecedented fiscal stimulus package.",NA,"politics","national", 1,4,2020,12, 0.08333333,0.00000000,0.08333333, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.08333333,0.00000000,0.08333333, 1,12.00000000, 0.08333333, 0.00000000, 0.08333333, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.08333333, 0.00000000, 0.08333333,32.00000000,-0.06250000, 0.21875000, 0.15625000, 0.00000000, 0.00000000, 0.00000000, 0.03125000, 0.00000000, 0.03125000, 0.03125000, 0.06250000, 0.09375000, 0.15625000, 1
"37", 37,"Fox News","Trump officials eye 'additional steps' after executive order on immigration","The Trump administration is eyeing “additional steps” to restrict immigration visas, just days after President Trump signed an executive order limiting immigration into the country.",NA,"politics","national", 1,5,2020, 8, 0.00000000,0.25000000,0.25000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.12500000,0.12500000,0.25000000, 1, 8.00000000, 0.00000000, 0.25000000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.12500000, 0.12500000, 0.25000000,18.00000000,-0.05555556, 0.22222222, 0.16666667, 0.00000000, 0.00000000, 0.00000000,-0.05555556, 0.05555556, 0.00000000, 0.00000000, 0.11111111, 0.11111111, 0.22222222, 1
"38", 38,"Fox News","Dr. Deborah Birx on COVID-19 death toll in US, timeline for coronavirus vaccine","Guests: Deborah Birx, Asa Hutchinson, Mark Parkinson, Jonah Goldberg, Donna Brazile, Josh Holmes",NA,"transcript","national", 1,6,2020, 8,-0.12500000,0.12500000,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000,-0.25000000,0.25000000,0.00000000,-1, 8.00000000,-0.12500000, 0.12500000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.25000000, 0.25000000, 0.00000000,13.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0
"39", 39,"Fox News","Trump says Americans could see a second round of stimulus payments: 'We're talking about that'","President Trump said Monday his administration was considering a second round of coronavirus stimulus payments.",NA,"politics","national", 1,5,2020, 9, 0.11111111,0.00000000,0.11111111, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.11111111,0.00000000,0.11111111, 1, 9.00000000, 0.11111111, 0.00000000, 0.11111111, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.11111111, 0.00000000, 0.11111111,11.00000000, 0.18181818, 0.00000000, 0.18181818, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.09090909, 0.00000000, 0.09090909, 1
"40", 40,"Fox News","Biden backs push to scrub Confederate names from military bases","Former Vice President Joe Biden says he’s backing a push to the remove the names of Confederate leaders from the Civil War from all U.S. military assets – which stands in stark contrast to President Trump’s fierce opposition earlier this week to scrub those names from 10 military bases.",NA,"politics","national", 1,6,2020, 8, 0.12500000,0.12500000,0.25000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.00000000,0.00000000,0.00000000, 0, 8.00000000, 0.12500000, 0.12500000, 0.25000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000,29.00000000,-0.03448276, 0.20689655, 0.17241379, 0.03448276, 0.00000000, 0.03448276,-0.03448276, 0.03448276, 0.00000000, 0.00000000,-0.10344828, 0.13793103, 0.03448276,-1
"41", 41,"Fox News","Pence insists Trump hasn't told him to slow pace of coronavirus testing","Vice President Mike Pence told a Wisconsin media outlet Tuesday that President Trump has not directed him to slow the rate of coronavirus testing despite Trump making remarks to the contrary at a weekend rally in Oklahoma and insisting the comments were not a joke.",NA,"media","national",24,6,2020, 9, 0.11111111,0.00000000,0.11111111, 0.00000000,0.0000000,0.00000000,-0.11111111,0.11111111,0.00000000,0.00000000, 0.00000000,0.11111111,0.11111111, 0, 9.00000000, 0.11111111, 0.00000000, 0.11111111, 0.00000000, 0.00000000, 0.00000000,-0.11111111, 0.11111111, 0.00000000, 0.00000000, 0.00000000, 0.11111111, 0.11111111,27.00000000, 0.07407407, 0.11111111, 0.18518519, 0.00000000, 0.00000000, 0.00000000,-0.03703704, 0.07407407, 0.03703704, 0.00000000,-0.03703704, 0.14814815, 0.11111111,-1
"42", 42,"Fox News","Trump calls himself a ‘wartime president’ over coronavirus as he invokes Defense Production Act","President Trump on Wednesday announced that he is invoking the Defense Production Act as part of the administration’s efforts to tackle the coronavirus pandemic -- and also described himself as being a ""wartime president.""",NA,"politics","national", 1,3,2020, 9, 0.22222222,0.11111111,0.33333333, 0.00000000,0.0000000,0.00000000,-0.11111111,0.11111111,0.00000000,0.00000000, 0.11111111,0.11111111,0.22222222, 1, 9.00000000, 0.22222222, 0.11111111, 0.33333333, 0.00000000, 0.00000000, 0.00000000,-0.11111111, 0.11111111, 0.00000000, 0.00000000, 0.11111111, 0.11111111, 0.22222222,18.00000000, 0.05555556, 0.05555556, 0.11111111, 0.00000000, 0.00000000, 0.00000000,-0.05555556, 0.05555556, 0.00000000, 0.00000000, 0.05555556, 0.05555556, 0.11111111, 1
"43", 43,"Fox News","Pence tells 'Hannity' risk of coronavirus spread in US 'remains low' thanks to Trump's 'decisive action'","Vice President Mike Pence told Fox News' Sean Hannity in an exclusive interview Thursday that ""the risk of the spread of coronavirus in the United States of America remains low"" and credited what he called ""unprecedented action"" by President Trump earlier this month.",NA,"media","national", 1,3,2020,12, 0.00000000,0.08333333,0.08333333,-0.16666667,0.1666667,0.00000000, 0.00000000,0.00000000,0.00000000,0.08333333, 0.16666667,0.08333333,0.25000000, 1,12.00000000, 0.00000000, 0.08333333, 0.08333333,-0.16666667, 0.16666667, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.08333333, 0.16666667, 0.08333333, 0.25000000,28.00000000, 0.00000000, 0.10714286, 0.10714286,-0.07142857, 0.07142857, 0.00000000, 0.03571429, 0.00000000, 0.03571429, 0.03571429,-0.03571429, 0.10714286, 0.07142857,-1
"44", 44,"Fox News","Second coronavirus case of unknown origin confirmed in California; Oregon confirms first 'community spread' case","A second novel coronavirus case of ""unknown origin"" was discovered in the state of California on Friday, after a Santa Clara County resident reportedly tested positive for the disease.",NA,"health","national", 1,3,2020,13, 0.15384615,0.00000000,0.15384615, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.07692308, 0.00000000,0.07692308,0.07692308, 0,13.00000000, 0.15384615, 0.00000000, 0.15384615, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.07692308, 0.00000000, 0.07692308, 0.07692308,18.00000000, 0.11111111, 0.05555556, 0.16666667, 0.05555556, 0.00000000, 0.05555556, 0.05555556, 0.00000000, 0.05555556, 0.05555556, 0.11111111, 0.05555556, 0.16666667, 1
"45", 45,"Fox News","Foreign disinformation campaign on fake national quarantine trying to cause panic, Trump admin. officials say","Trump administration officials say a foreign disinformation campaign is trying to spread fear amid the coronavirus pandemic, with false rumors of a nationwide quarantine and more.",NA,"politics","national", 1,3,2020,13,-0.30769231,0.30769231,0.00000000, 0.00000000,0.0000000,0.00000000,-0.07692308,0.07692308,0.00000000,0.00000000,-0.15384615,0.23076923,0.07692308,-1,13.00000000,-0.30769231, 0.30769231, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.07692308, 0.07692308, 0.00000000, 0.00000000,-0.15384615, 0.23076923, 0.07692308,17.00000000,-0.23529412, 0.23529412, 0.00000000, 0.00000000, 0.00000000, 0.00000000,-0.11764706, 0.11764706, 0.00000000, 0.05882353,-0.17647059, 0.23529412, 0.05882353,-1
"46", 46,"Fox News","Patti LuPone says 'this country is doomed' amid coronavirus crisis, reveals plans if Trump wins second term","Patti LuPone is speaking her truth about the current state of America, and the Broadway veteran admitted that if it continues under President Trump's reign come November, she's packing her bags.",NA,"entertainment","national", 1,6,2020,14,-0.14285714,0.14285714,0.00000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.07142857,0.07142857,0.00000000, 0.00000000,0.14285714,0.14285714, 0,14.00000000,-0.14285714, 0.14285714, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.07142857, 0.07142857, 0.00000000, 0.00000000, 0.14285714, 0.14285714,19.00000000, 0.26315789, 0.00000000, 0.26315789, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.26315789, 0.00000000, 0.26315789, 1
"47", 47,"Fox News","Trump administration hits back after China kicks out US journalists amid coronavirus pandemic","China on Tuesday escalated its tit-for-tat propaganda war with the United States over who's to blame for the spread of the coronavirus by placing restrictive measures on several top media companies including The New York Times, The Washington Post and The Wall Street Journal, prompting strong opposition from the Trump administration.",NA,"world","national", 1,3,2020,10, 0.00000000,0.20000000,0.20000000, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.10000000,0.00000000,0.10000000, 1,10.00000000, 0.00000000, 0.20000000, 0.20000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.10000000, 0.00000000, 0.10000000,33.00000000,-0.06060606, 0.18181818, 0.12121212, 0.03030303, 0.00000000, 0.03030303,-0.06060606, 0.09090909, 0.03030303, 0.00000000, 0.03030303, 0.15151515, 0.18181818, 1
"48", 48,"Fox News","Trump calls on states to 'LIBERATE' their people from coronavirus restrictions","President Trump seemed to have endorsed growing demonstrations by residents calling for states to reopen their economies after weeks of restrictions induced by the coronavirus pandemic.",NA,"politics","national", 1,5,2020, 7, 0.28571429,0.14285714,0.42857143, 0.00000000,0.0000000,0.00000000, 0.00000000,0.00000000,0.00000000,0.00000000, 0.28571429,0.14285714,0.42857143, 1, 7.00000000, 0.28571429, 0.14285714, 0.42857143, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.00000000, 0.28571429, 0.14285714, 0.42857143,16.00000000, 0.12500000, 0.06250000, 0.18750000, 0.06250000, 0.00000000, 0.06250000, 0.00000000, 0.00000000, 0.00000000, 0.06250000, 0.12500000, 0.06250000, 0.18750000, 1
